date,BANDHAN ,Edelweiss ,Taurus ,HDFC ,DSP ,Union ,BANK OF INDIA ,Aditya Birla Sun Life ,SBI LONG TERM EQUITY FUND ,LIC MF ,Invesco India ,JM ,Axis ,ICICI Prudential ,UTI ,quant ,Tata ,Motilal Oswal ,PGIM India ,Navi ,Mirae Asset ,Mahindra Manulife ,Groww ,Parag Parikh ,ITI ,Sundaram ,BARODA BNP PARIBAS ,Samco ,HSBC ,HSBC ,Zerodha 
2022-04-21,110.45,78.36,121.42,792.576,87.306,43.72,109.43,44.17,235.4754,108.2382,90.3,30.5007,75.4805,637.67,152.5294,254.1385,30.9515,28.2434,26.22,22.6026,33.899,20.8584,14.09,19.4184,14.1038,345.8086,62.8405,,,,
2022-04-22,109.24,77.47,120.65,783.505,86.281,43.16,108.58,43.74,232.5911,107.1417,89.61,30.1521,75.0345,631.78,150.9708,250.8213,30.5723,27.897,25.97,22.3388,33.498,20.6412,13.89,19.2975,13.9958,340.5036,62.1139,,,,
2022-04-25,107.38,76.48,118.85,774.18,85.124,42.76,107.28,43.41,228.6825,105.8104,88.4,29.7395,74.1743,624.15,148.9789,244.992,30.1885,27.6297,25.62,22.0192,33.011,20.3491,13.79,19.1086,13.753,336.5701,61.3467,,,,
2022-04-26,108.82,77.45,120.61,784.527,86.018,43.2,108.56,43.86,232.0799,106.9604,89.45,30.2239,75.2145,630.73,150.7083,250.6125,30.5465,27.9828,25.95,22.2981,33.411,20.5058,13.96,19.3253,13.9282,340.46,61.9895,,,,
2022-04-27,108.02,76.61,120.02,778.373,85.313,42.73,107.05,43.51,230.5827,105.6818,88.18,29.9092,73.9744,625.72,149.1217,249.0402,30.2407,27.6751,25.73,22.0825,33.098,20.2662,13.86,19.1992,13.8221,337.1396,61.4178,,,,
2022-04-28,108.96,77.45,121.29,786.326,86.406,43.25,107.94,43.91,232.5556,106.8601,89.04,30.1259,74.7458,633.22,150.6813,249.7613,30.585,27.927,25.97,22.3132,33.468,20.5034,13.99,19.3808,13.9509,340.301,62.0174,,,,
2022-04-29,108.37,76.7,120.45,778.929,85.402,42.94,107.74,43.59,230.4214,106.1123,88.18,29.8496,74.2535,626.75,149.0287,247.1468,30.2272,27.6688,25.67,22.1024,33.139,20.3315,13.88,19.0675,13.8699,337.46,61.4695,,,,
2022-05-02,107.92,76.39,119.73,776.485,85.29,42.75,107.07,43.48,229.1508,105.7052,87.64,29.6577,74.1048,622.93,148.6116,246.9932,30.1152,27.4876,25.52,21.9591,33.055,20.2319,13.79,19.0684,13.8875,335.8819,61.3481,,,,
2022-05-04,105.58,74.57,116.59,761.732,83.49,41.9,104.64,42.6,224.5052,103.3867,85.59,29.0112,71.9729,609.45,145.2674,238.6215,29.4653,26.7858,25.0,21.4637,32.293,19.7695,13.54,18.8162,13.6083,328.05,59.8804,,,,
2022-05-05,105.41,74.86,116.33,763.067,83.556,41.92,104.65,42.55,225.2238,103.5087,85.63,29.1229,71.8904,611.81,145.5034,240.3153,29.4824,26.7909,25.05,21.5014,32.305,19.797,13.57,18.7991,13.6242,329.1289,59.9785,,,,
2022-05-06,103.03,73.33,114.51,752.569,82.252,41.15,101.9,41.93,222.6737,101.4194,83.57,28.6014,68.9738,600.7,142.2952,238.3354,28.9255,26.2106,24.74,21.1135,31.808,19.3891,13.39,18.6154,13.4179,322.5014,58.6787,,,,
2022-05-09,101.56,72.62,113.72,749.607,81.677,40.72,100.75,41.45,220.7256,100.4707,82.74,28.3814,68.3816,597.75,140.8546,233.9813,28.7212,26.0049,24.55,20.8697,31.593,19.2064,13.26,18.5714,13.2935,319.7969,58.1076,,,,
2022-05-10,100.13,71.98,112.7,746.64,81.073,40.5,99.56,41.06,217.753,99.6171,82.26,28.2214,67.7491,594.95,139.6959,228.1779,28.5678,25.7794,24.29,20.6672,31.349,19.0877,13.28,18.4406,13.1602,317.1591,57.6406,,,,
2022-05-11,99.84,71.59,111.27,745.071,80.86,40.2,98.89,40.87,217.0092,99.178,81.5,28.133,66.8623,591.02,139.0339,224.2689,28.3649,25.8176,24.08,20.5474,31.159,18.9473,13.24,18.3831,13.0484,316.3263,57.3264,,,,
2022-05-12,97.64,70.14,109.32,731.983,79.35,39.37,96.89,40.06,212.5235,97.1848,79.5,27.6479,65.4083,580.35,136.5393,219.5272,27.7906,25.3663,23.57,20.16,30.575,18.5836,12.95,18.05,12.7823,309.513,56.2625,,,,
2022-05-13,98.02,70.29,110.02,725.006,78.711,39.37,97.17,39.92,213.0805,97.0576,79.98,27.6754,65.4373,577.17,136.5981,219.346,27.7478,25.355,23.57,20.1848,30.506,18.5297,12.97,18.0647,12.7995,310.8878,56.3553,,,,
